"","GSM4731601","GSM4731602","GSM4731603","GSM4731604","GSM4731605","GSM4731606","GSM4731607","GSM4731608","GSM4731609","GSM4731610","GSM4731611","GSM4731612","GSM4731613","GSM4731614","GSM4731615","GSM4731616","GSM4731617","GSM4731618"
"LINC01871",4.181419088,4.19102509,4.325411276,4.149035519,3.978870642,3.831033256,4.005503763,3.946185559,4.217800836,3.75871987,3.835394014,4.000831508,4.071368448,4.597240473,4.481359218,4.118773361,4.0285295,3.829289916
"OTX1",6.417700093,6.604742206,6.631128278,6.539995425,6.488186489,6.665077722,6.446975407,6.373207042,6.391804543,6.348350761,6.260934387,6.046094369,6.050026547,6.219291702,6.191426169,5.788929003,5.760454059,6.026046297
"PNO1",7.037374939,6.781003549,6.885177324,7.04919239,7.196443427,7.081368175,6.846177837,7.047803485,7.154500241,7.253643375,7.237778447,7.256891942,7.936192281,7.959970446,7.723528261,8.193569016,8.02122045,7.97692915
"MRPS9",7.278889388,7.124199805,7.271496639,7.17926207,7.53939975,7.107308594,6.998273385,7.273087078,7.493743871,7.596075416,7.486325553,7.497210358,7.583085035,7.77940328,7.718953241,7.767557768,7.782273072,7.341766696
"POTEKP",8.361610323,8.141146276,8.246251848,8.222424012,8.696581777,8.202513217,8.039132286,8.388123093,8.666005637,8.467038265,8.586340433,8.646554403,7.573795675,7.604282401,7.614475213,8.131401912,8.081465684,7.438547333
"RBM43",5.372984727,5.2314649,5.380591536,5.362521222,5.494748694,5.249172687,5.252292767,5.309732141,5.343001954,5.651013666,5.628981784,5.673848801,5.514207922,5.684829848,5.404380028,5.6050123,5.994105673,5.543834818
"SPC25",6.776061474,6.61813091,6.600347322,6.819030804,6.782991719,6.723584698,6.685718361,6.828081611,6.966156631,6.97540706,6.950914949,7.061233069,6.533553118,6.684630604,6.671744349,6.892005453,6.690024125,6.532497554
"AC233280.13",6.058808805,6.194506864,5.981372328,5.859722946,5.964198044,6.151664111,6.151793037,5.895447032,6.036288864,5.66295947,5.87891842,5.747026896,5.928549937,6.292627885,5.714047339,5.594025758,5.446712554,5.568697936
"AC233280.28",6.058808805,6.194506864,5.981372328,5.859722946,5.964198044,6.151664111,6.151793037,5.895447032,6.036288864,5.66295947,5.87891842,5.747026896,5.928549937,6.292627885,5.714047339,5.594025758,5.446712554,5.568697936
"AC233280.19",6.058808805,6.194506864,5.981372328,5.859722946,5.964198044,6.151664111,6.151793037,5.895447032,6.036288864,5.66295947,5.87891842,5.747026896,5.928549937,6.292627885,5.714047339,5.594025758,5.446712554,5.568697936
"AC233280.11",6.058808805,6.194506864,5.981372328,5.859722946,5.964198044,6.151664111,6.151793037,5.895447032,6.036288864,5.66295947,5.87891842,5.747026896,5.928549937,6.292627885,5.714047339,5.594025758,5.446712554,5.568697936
"AC233280.8",6.058808805,6.194506864,5.981372328,5.859722946,5.964198044,6.151664111,6.151793037,5.895447032,6.036288864,5.66295947,5.87891842,5.747026896,5.928549937,6.292627885,5.714047339,5.594025758,5.446712554,5.568697936
"AC233280.25",6.058808805,6.194506864,5.981372328,5.859722946,5.964198044,6.151664111,6.151793037,5.895447032,6.036288864,5.66295947,5.87891842,5.747026896,5.928549937,6.292627885,5.714047339,5.594025758,5.446712554,5.568697936
"AC233280.12",6.058808805,6.194506864,5.981372328,5.859722946,5.964198044,6.151664111,6.151793037,5.895447032,6.036288864,5.66295947,5.87891842,5.747026896,5.928549937,6.292627885,5.714047339,5.594025758,5.446712554,5.568697936
"IGKV1-6",6.086482913,6.311149933,6.126560332,5.873651343,5.877878438,6.117284609,6.516921204,6.056438297,5.780130202,5.917357173,5.817249458,5.647277264,6.309898479,6.521977533,6.252131735,6.179486666,6.103735803,6.055452908
"HNRNPA3P5",10.91798253,10.54245379,10.73302952,10.67121557,10.86924635,10.85744612,10.72166692,10.94917363,11.06548949,11.10426017,11.08843273,11.32433389,10.49119441,10.55600236,10.32991831,10.74555551,10.33988693,10.12971106
"HNRNPA3P1",10.91798253,10.54245379,10.73302952,10.67121557,10.86924635,10.85744612,10.72166692,10.94917363,11.06548949,11.10426017,11.08843273,11.32433389,10.49119441,10.55600236,10.32991831,10.74555551,10.33988693,10.12971106
"HNRNPA3P3",10.91798253,10.54245379,10.73302952,10.67121557,10.86924635,10.85744612,10.72166692,10.94917363,11.06548949,11.10426017,11.08843273,11.32433389,10.49119441,10.55600236,10.32991831,10.74555551,10.33988693,10.12971106
"KCNS3",5.93077011,6.246375046,6.007889667,5.925058887,5.694881524,5.917255933,5.944795227,6.351248334,5.662015199,5.7830119,5.607682538,5.332111818,4.907728305,5.576185688,5.2729409,4.775260058,4.876509836,4.914410023
"COL6A4P1",3.424761914,3.620398641,3.529584461,3.482993224,3.834461205,3.880939086,3.803820535,3.645154788,4.007436278,3.872121917,3.848585031,3.775578536,4.155261622,4.683459081,4.554744512,4.363722617,4.648507639,4.460285701
"PPP3R1",8.338407712,8.101194325,8.189116404,8.258700003,8.450680973,8.248684735,8.113123876,8.330351086,8.537398552,8.502195187,8.673129478,8.438608359,8.487732847,8.517155293,8.506817494,8.910799961,8.769573685,8.656372683
"PDE12",6.504687754,6.256489923,6.37047272,6.618207563,6.863685579,6.279796546,6.384251863,6.522501011,6.784866118,6.892008072,6.755132351,6.953181006,6.934417187,7.119087823,7.197379394,7.293710892,7.357455085,7.106665112
"AC005041.3",5.361516059,5.375099162,5.488308123,5.30809942,5.398449715,5.498459453,5.279318849,5.440367701,4.903270342,5.08889159,5.214882986,4.912283976,5.475949811,5.731213026,5.790548228,5.588501999,5.804019058,6.114339419
"LBX2-AS1",5.361516059,5.375099162,5.488308123,5.30809942,5.398449715,5.498459453,5.279318849,5.440367701,4.903270342,5.08889159,5.214882986,4.912283976,5.475949811,5.731213026,5.790548228,5.588501999,5.804019058,6.114339419
"MIR4444-2",10.91798253,10.54245379,10.73302952,10.67121557,10.86924635,10.85744612,10.72166692,10.94917363,11.06548949,11.10426017,11.08843273,11.32433389,10.49119441,10.55600236,10.32991831,10.74555551,10.33988693,10.12971106
"HNRNPA3P6",10.91798253,10.54245379,10.73302952,10.67121557,10.86924635,10.85744612,10.72166692,10.94917363,11.06548949,11.10426017,11.08843273,11.32433389,10.49119441,10.55600236,10.32991831,10.74555551,10.33988693,10.12971106
"IGKV1D-13",6.086482913,6.311149933,6.126560332,5.873651343,5.877878438,6.117284609,6.516921204,6.056438297,5.780130202,5.917357173,5.817249458,5.647277264,6.309898479,6.521977533,6.252131735,6.179486666,6.103735803,6.055452908
"MRPS5",8.871865744,8.653723179,8.948839126,8.875976177,9.225432793,8.633990404,8.867644633,8.952517857,9.145846906,9.169445736,9.144543434,9.411406942,9.296350099,9.413164901,9.404982623,9.316396715,9.492989586,8.943041352
"GTF2E1",7.715403315,7.543413691,7.721401626,7.743826828,7.888546654,7.615125902,7.561130893,7.674441798,7.808014706,8.16911641,8.139683299,8.007497102,8.136882643,8.13020174,8.118907004,8.380730885,8.358679355,8.116684393
"MRPS9-AS1",3.97117009,4.058103545,3.768527221,4.349458692,4.741604377,4.080222189,4.146463673,4.20865427,4.263058434,4.437423125,4.249114816,4.483076716,4.24938187,4.489784587,4.765933341,4.288851403,4.009661013,4.220696391
"AC093001.1",6.261724902,6.207462112,6.03659903,5.970535331,6.418064951,6.173464845,6.045349111,6.286292277,5.189781911,5.515558528,5.696643995,5.446875121,5.208625243,5.018446612,4.907320601,4.899803829,4.949719298,5.066983687
"AC022494.1",6.773585181,6.42180711,6.621030878,6.749439624,6.672173768,6.675261126,6.662353859,6.748071451,7.049002117,7.040482266,7.026369677,7.14286056,7.23753055,7.156024757,7.074635437,7.704831542,7.559142634,7.127622472
"AL391058.1",10.91798253,10.54245379,10.73302952,10.67121557,10.86924635,10.85744612,10.72166692,10.94917363,11.06548949,11.10426017,11.08843273,11.32433389,10.49119441,10.55600236,10.32991831,10.74555551,10.33988693,10.12971106
"ECT2",8.672108176,8.464947958,8.581991873,8.744430766,9.027571229,8.50317304,8.627850386,8.713071035,9.099939846,8.991610227,8.875984112,9.223993287,9.374326534,9.477338904,9.419969092,9.693059777,9.75356267,9.486842442
"MRPL47",7.698267308,7.364788064,7.73637724,7.790578267,8.014259314,7.520326339,7.429713266,7.689618034,7.853004638,8.206304877,8.147223377,8.177957805,8.636092488,8.724201188,8.702154216,8.78181278,8.7575115,8.480347741
"HNRNPA3",10.91798253,10.54245379,10.73302952,10.67121557,10.86924635,10.85744612,10.72166692,10.94917363,11.06548949,11.10426017,11.08843273,11.32433389,10.49119441,10.55600236,10.32991831,10.74555551,10.33988693,10.12971106
"AC233280.1",6.058808805,6.194506864,5.981372328,5.859722946,5.964198044,6.151664111,6.151793037,5.895447032,6.036288864,5.66295947,5.87891842,5.747026896,5.928549937,6.292627885,5.714047339,5.594025758,5.446712554,5.568697936
"TNK2-AS1",5.470962934,5.723206323,5.864252451,5.510952363,5.499005852,5.766605528,5.431830879,5.277316246,5.60017143,5.329573029,5.133181856,5.116692995,5.479969456,5.477507273,5.60283418,5.032513985,5.223863001,5.361604903
"LRCH3",6.203405719,6.019634396,6.316847771,6.071811317,6.252383284,6.161105888,6.068733414,6.26007005,6.595274951,6.690168277,6.586379154,6.608882011,6.558887227,7.054082902,7.264712448,7.451409757,7.348320833,6.834980324
"MAIP1",7.266424164,7.143966781,7.339822502,7.325147391,7.536126123,7.259330371,7.173054802,7.303112401,7.494074967,7.575829395,7.531767516,7.569045176,7.921746646,7.943332455,7.828602854,7.87535762,7.868372274,7.827524221
"BARD1",7.838484084,7.615268835,7.738561944,7.709233995,7.857053941,7.735370952,7.558744025,7.926242165,8.251169527,8.064693825,8.013163471,8.385866149,8.111284047,8.399208208,8.247071849,8.601817857,8.614789833,8.299979412
"AC012485.1",6.104090901,5.91879069,6.085719283,6.265993574,6.276960108,5.983160805,6.183451278,6.185207403,6.436549721,6.362877486,6.415168228,6.394770627,6.237040683,6.513591503,6.378404472,6.143993479,6.211931171,6.165172208
